timestamp (python), timestamp (Teensy), Angular pos (deg), AGC, Status, Angular Vel (deg),Angular Position (zeroed),,,
30.41178298,3909,130.078125,71,103,111.8607941,1.23046875,,,
30.42178178,3920,131.3085938,71,103,123.046875,2.4609375,,,
30.43278122,3930,132.4511719,71,103,114.2578125,3.603515625,,,
30.4427855,3941,133.6816406,71,103,111.8607941,4.833984375,,,
30.4537847,3951,134.7363281,71,103,105.46875,5.888671875,,,
30.4641695,3961,135.8789063,71,103,103.8707352,7.03125,,,
30.47420859,3972,136.8457031,71,103,96.6796875,7.998046875,,,
30.48506117,3982,137.8125,71,103,87.890625,8.96484375,,,
30.49518609,3993,138.6035156,71,103,79.1015625,9.755859375,,,
30.5058496,4003,139.3945313,71,103,79.1015625,10.546875,,,
30.51619911,4013,140.0976563,71,103,63.9204559,11.25,,,
30.52686501,4024,140.7128906,71,103,61.5234375,11.86523438,,,
30.53715801,4034,141.2402344,71,103,47.9403419,12.39257813,,,
30.54740405,4045,141.5917969,71,103,35.15625,12.74414063,,,
30.55818057,4055,141.9433594,71,103,31.960228,13.09570313,,,
30.56814313,4066,142.1191406,71,103,17.578125,13.27148438,,,
30.57874894,4076,142.2070313,71,103,8.7890625,13.359375,,,
30.58940196,4086,142.2070313,71,103,0,13.359375,,,
30.59941316,4097,142.1191406,71,103,-8.7890625,13.27148438,,,
30.61011434,4107,141.8554688,71,103,-23.970171,13.0078125,,,
30.62048745,4118,141.5039063,71,103,-35.15625,12.65625,,,
30.63048935,4128,141.0644531,71,103,-39.9502831,12.21679688,,,
30.64148664,4139,140.5371094,71,103,-52.734375,11.68945313,,,
30.6514864,4149,139.921875,71,103,-61.5234375,11.07421875,,,
30.66148877,4159,139.21875,71,103,-63.9204559,10.37109375,,,
30.67248702,4170,138.4277344,71,103,-79.1015625,9.580078125,,,
30.68248916,4180,137.5488281,71,103,-79.9005661,8.701171875,,,
30.69348621,4191,136.5820313,71,103,-96.6796875,7.734375,,,
30.70349026,4201,135.5273438,71,103,-95.8806839,6.6796875,,,
30.71448708,4212,134.3847656,71,103,-114.2578125,5.537109375,,,
30.72448611,4222,133.3300781,71,103,-105.46875,4.482421875,,,
30.73448873,4232,132.1875,71,103,-103.8707352,3.33984375,,,
30.74555635,4243,130.9570313,71,103,-123.046875,2.109375,,,
30.75548601,4253,129.7265625,71,103,-111.8607941,0.87890625,,,
30.76648617,4264,128.4960938,71,103,-123.046875,-0.3515625,,,
30.7764883,4274,127.265625,71,103,-111.8607941,-1.58203125,,,
30.78748822,4285,126.0351563,71,103,-123.046875,-2.8125,,,
30.79748631,4295,124.8046875,71,103,-123.046875,-4.04296875,,,
30.80748868,4305,123.5742188,71,103,-111.8607941,-5.2734375,,,
30.81849003,4316,122.4316406,71,103,-114.2578125,-6.416015625,,,
30.82849002,4326,121.3769531,71,103,-95.8806839,-7.470703125,,,
30.83948851,4337,120.3222656,71,103,-105.46875,-8.525390625,,,
30.84948921,4347,119.3554688,71,103,-87.890625,-9.4921875,,,
30.85948634,4358,118.4765625,71,103,-87.890625,-10.37109375,,,
30.87048602,4368,117.6855469,71,103,-79.1015625,-11.16210938,,,
30.88048911,4378,116.9824219,71,103,-63.9204559,-11.86523438,,,
30.89149046,4389,116.3671875,71,103,-61.5234375,-12.48046875,,,
30.90148616,4399,115.8398438,71,103,-47.9403419,-13.0078125,,,
30.91248608,4410,115.4003906,71,103,-43.9453125,-13.44726563,,,
30.9224894,4420,115.0488281,71,103,-31.960228,-13.79882813,,,
30.93248606,4431,114.8730469,71,103,-17.578125,-13.97460938,,,
30.94348669,4441,114.8730469,71,103,0,-13.97460938,,,
30.95348573,4451,114.8730469,71,103,0,-13.97460938,,,
30.96449018,4462,115.0488281,71,103,17.578125,-13.79882813,,,
30.97448587,4472,115.3125,71,103,23.970171,-13.53515625,,,
30.98548675,4483,115.6640625,71,103,35.15625,-13.18359375,,,
30.99548697,4493,116.1914063,71,103,52.734375,-12.65625,,,
31.00648999,4504,116.8066406,71,103,55.930397,-12.04101563,,,
31.01648688,4514,117.5097656,71,103,70.3125,-11.33789063,,,
31.02648592,4524,118.3007813,71,103,71.9105148,-10.546875,,,
31.03748798,4535,119.1796875,71,103,87.890625,-9.66796875,,,
31.04748607,4545,120.1464844,71,103,87.890625,-8.701171875,,,
31.05848622,4556,121.2011719,71,103,105.46875,-7.646484375,,,
31.06849122,4566,122.2558594,71,103,105.46875,-6.591796875,,,
31.07848787,4576,123.3984375,71,103,103.8707352,-5.44921875,,,
